,experiment_id,qualitative_outcome,disease_id,disease_name,organism_id,organism_name
6740,7248,Elevated,297,Glycogen storage disease,1,Lactobacillus
6741,7249,Elevated,297,Glycogen storage disease,74,Shigella
6742,7250,Elevated,297,Glycogen storage disease,54,Subdoligranulum
6743,7251,Elevated,297,Glycogen storage disease,33,Bifidobacterium
6744,7252,Elevated,297,Glycogen storage disease,20,Ruminococcus gnavus
6745,7253,Reduced,297,Glycogen storage disease,52,Alistipes
6746,7254,Reduced,297,Glycogen storage disease,65,Faecalibacterium
6747,7255,Reduced,297,Glycogen storage disease,217,Phascolarctobacterium
6748,7256,Reduced,297,Glycogen storage disease,214,Blautia
6749,7257,Reduced,297,Glycogen storage disease,130,Odoribacter
6750,7258,Reduced,297,Glycogen storage disease,403,Barnesiella
6751,7259,Reduced,297,Glycogen storage disease,14,Roseburia
6752,7260,Reduced,297,Glycogen storage disease,404,Christensenellaceae
6753,7261,Reduced,297,Glycogen storage disease,784,Eubacterium hallii
6754,7262,Reduced,297,Glycogen storage disease,328,Anaerostipes
6755,7263,Reduced,297,Glycogen storage disease,128,Coprococcus
6756,7264,Reduced,297,Glycogen storage disease,223,Methanobrevibacter
6757,7265,Reduced,156,Non-alcoholic fatty liver disease,232,Enterobacteriaceae
6758,7266,Reduced,156,Non-alcoholic fatty liver disease,68,Citrobacter
6759,7267,Reduced,156,Non-alcoholic fatty liver disease,818,Desulfovibrionaceae
6760,7268,Reduced,156,Non-alcoholic fatty liver disease,560,Bilophila
6761,7269,Reduced,156,Non-alcoholic fatty liver disease,1281,Fastidiospila
6762,7270,Reduced,156,Non-alcoholic fatty liver disease,65,Faecalibacterium
6763,7271,Reduced,156,Non-alcoholic fatty liver disease,66,Acidaminococcus
6764,7272,Reduced,156,Non-alcoholic fatty liver disease,218,Parasutterella
6765,7273,Reduced,156,Non-alcoholic fatty liver disease,134,Turicibacter
6766,7274,Reduced,156,Non-alcoholic fatty liver disease,1282,Erysipelothrix
6767,7275,Reduced,156,Non-alcoholic fatty liver disease,1236,Deinococcus
6768,7276,Reduced,156,Non-alcoholic fatty liver disease,557,Leuconostoc
6769,7277,Reduced,156,Non-alcoholic fatty liver disease,9,Clostridium
6770,7278,Reduced,156,Non-alcoholic fatty liver disease,495,Nocardioides
6771,7279,Reduced,156,Non-alcoholic fatty liver disease,1283,Beijerinckiaceae
6772,7280,Elevated,156,Non-alcoholic fatty liver disease,1284,Deferribacteriales incertae cedis
6773,7281,Elevated,156,Non-alcoholic fatty liver disease,1285,Caldithrix
6774,7282,Reduced,156,Non-alcoholic fatty liver disease,1286,Desulfobacteraceae
6775,7283,Elevated,282,Clostridium difficile infection,53,Parabacteroides
6776,7284,Elevated,282,Clostridium difficile infection,41,Enterococcus
6777,7285,Elevated,282,Clostridium difficile infection,35,Veillonella
6778,7286,Elevated,282,Clostridium difficile infection,330,Klebsiella
6779,7287,Elevated,282,Clostridium difficile infection,67,Akkermansia
6780,7288,Reduced,282,Clostridium difficile infection,44,Prevotella
6781,7289,Reduced,282,Clostridium difficile infection,217,Phascolarctobacterium
6782,7290,Reduced,282,Clostridium difficile infection,247,Haemophilus
6783,7291,Reduced,282,Clostridium difficile infection,64,Lachnospira
6784,7292,Reduced,282,Clostridium difficile infection,128,Coprococcus
6785,7293,Reduced,282,Clostridium difficile infection,80,Dialister
6786,7294,Reduced,282,Clostridium difficile infection,224,Butyricimonas
6787,7295,Reduced,282,Clostridium difficile infection,263,Catenibacterium
6788,7296,Reduced,282,Clostridium difficile infection,65,Faecalibacterium
6789,7297,Reduced,282,Clostridium difficile infection,325,Paraprevotella
6790,7298,Reduced,282,Clostridium difficile infection,130,Odoribacter
6791,7299,Reduced,282,Clostridium difficile infection,328,Anaerostipes
6792,7300,Elevated,143,Chagas' disease,62,Streptococcus
6793,7301,Elevated,143,Chagas' disease,214,Blautia
6794,7302,Elevated,143,Chagas' disease,414,Butyrivibrio
6795,7303,Elevated,143,Chagas' disease,14,Roseburia
6796,7304,Reduced,143,Chagas' disease,36,Bacteroides
6797,7305,Elevated,143,Chagas' disease,416,Actinobacillus
6798,7306,Reduced,143,Chagas' disease,135,Actinomyces
6799,7307,Reduced,143,Chagas' disease,1287,Citricoccus
6800,7308,Reduced,143,Chagas' disease,246,Leptotrichia
6801,7309,Reduced,143,Chagas' disease,530,Paracoccus
6802,7310,Reduced,143,Chagas' disease,668,Comamonadaceae
6803,7311,Elevated,77,Colon adenomas,77,Fusobacterium
6804,7312,Elevated,77,Colon adenomas,78,Parvimonas
6805,7313,Elevated,77,Colon adenomas,321,Atopobium
6806,7314,Reduced,77,Colon adenomas,562,Lachnobacterium
6807,7315,Reduced,77,Colon adenomas,411,Salmonella
6808,7316,Reduced,77,Colon adenomas,407,Moraxellaceae
6809,7317,Reduced,77,Colon adenomas,629,Comamonas
6810,7318,Reduced,77,Colon adenomas,224,Butyricimonas
6811,7319,Elevated,77,Colon adenomas,270,Fusobacterium varium
6812,7320,Reduced,77,Colon adenomas,305,Fusobacterium nucleatum
6813,7321,Reduced,77,Colon adenomas,365,Fusobacterium periodonticum
6814,7322,Reduced,77,Colon adenomas,185,Collinsella
6815,7323,Reduced,77,Colon adenomas,980,Synergistaceae
6816,7324,Reduced,77,Colon adenomas,629,Comamonas
6817,7325,Reduced,77,Colon adenomas,776,Butyricicoccus
6818,7326,Reduced,77,Colon adenomas,629,Comamonas
6819,7327,Reduced,77,Colon adenomas,819,Mitsuokella
6820,7328,Elevated,77,Colon adenomas,216,Megamonas
6821,7329,Elevated,77,Colon adenomas,60,Erysipelotrichaceae
6822,7330,Elevated,77,Colon adenomas,35,Veillonella
6823,7331,Elevated,22,Colorectal cancer,135,Actinomyces
6824,7332,Elevated,22,Colorectal cancer,78,Parvimonas
6825,7333,Elevated,22,Colorectal cancer,79,Peptostreptococcus
6826,7334,Elevated,22,Colorectal cancer,416,Actinobacillus
6827,7335,Reduced,22,Colorectal cancer,216,Megamonas
6828,7336,Reduced,22,Colorectal cancer,871,Sphingobium
6829,7337,Elevated,22,Colorectal cancer,270,Fusobacterium varium
6830,7338,Reduced,22,Colorectal cancer,365,Fusobacterium periodonticum
6831,7339,Reduced,22,Colorectal cancer,1288,Fusobacterium perfoetens
6832,7340,Reduced,22,Colorectal cancer,135,Actinomyces
6833,7341,Reduced,22,Colorectal cancer,52,Alistipes
6834,7342,Reduced,22,Colorectal cancer,124,Anaerotruncus
6835,7343,Reduced,22,Colorectal cancer,36,Bacteroides
6836,7344,Reduced,22,Colorectal cancer,33,Bifidobacterium
6837,7345,Reduced,22,Colorectal cancer,127,Christensenella
6838,7346,Reduced,22,Colorectal cancer,185,Collinsella
6839,7347,Reduced,22,Colorectal cancer,2,Desulfovibrio
6840,7348,Reduced,22,Colorectal cancer,80,Dialister
6841,7349,Reduced,22,Colorectal cancer,838,Intestinimonas
6842,7350,Reduced,22,Colorectal cancer,453,Megasphaera
6843,7351,Reduced,22,Colorectal cancer,819,Mitsuokella
6844,7352,Reduced,22,Colorectal cancer,672,Morganella
6845,7353,Reduced,22,Colorectal cancer,1289,Negativibacillus
6846,7354,Reduced,22,Colorectal cancer,213,Oscillibacter
6847,7355,Reduced,22,Colorectal cancer,53,Parabacteroides
6848,7356,Reduced,22,Colorectal cancer,44,Prevotella
6849,7357,Reduced,22,Colorectal cancer,131,Pseudoflavonifractor
6850,7358,Reduced,22,Colorectal cancer,319,Pseudomonas
6851,7359,Reduced,22,Colorectal cancer,632,Rhodococcus
6852,7360,Reduced,22,Colorectal cancer,673,Succinivibrio
6853,7361,Reduced,298,Frailty,6,Faecalibacterium prausnitzii
6854,7362,Elevated,298,Frailty,4,Eggerthella lenta
6855,7363,Elevated,298,Frailty,1290,Eubacterium dolichum
6856,7364,Elevated,298,Frailty,236,Dorea
6857,7365,Reduced,298,Frailty,55,Lachnospiraceae
6858,7366,Elevated,156,Non-alcoholic fatty liver disease,1,Lactobacillus
6859,7367,Elevated,156,Non-alcoholic fatty liver disease,1291,Robinsoniella
6860,7368,Elevated,156,Non-alcoholic fatty liver disease,14,Roseburia
6861,7369,Elevated,156,Non-alcoholic fatty liver disease,236,Dorea
6862,7370,Reduced,156,Non-alcoholic fatty liver disease,213,Oscillibacter
6863,7371,Reduced,205,Gastric carcinoma,636,Lachnoclostridium
6864,7372,Reduced,205,Gastric carcinoma,8,Eubacterium rectale
6865,7373,Reduced,205,Gastric carcinoma,14,Roseburia
6866,7374,Reduced,205,Gastric carcinoma,64,Lachnospira
6867,7375,Reduced,205,Gastric carcinoma,65,Faecalibacterium
6868,7376,Elevated,205,Gastric carcinoma,44,Prevotella
6869,7377,Elevated,205,Gastric carcinoma,74,Shigella
6870,7378,Elevated,205,Gastric carcinoma,330,Klebsiella
6871,7379,Elevated,205,Gastric carcinoma,1,Lactobacillus
6872,7380,Elevated,205,Gastric carcinoma,62,Streptococcus
6873,7381,Elevated,205,Gastric carcinoma,52,Alistipes
6874,7382,Elevated,205,Gastric carcinoma,35,Veillonella
6875,7383,Elevated,205,Gastric carcinoma,33,Bifidobacterium
6876,7384,Elevated,205,Gastric carcinoma,219,Ruminococcaceae
6877,7385,Elevated,205,Gastric carcinoma,404,Christensenellaceae
6878,7386,Elevated,205,Gastric carcinoma,53,Parabacteroides
6879,7387,Elevated,163,Alcoholism,55,Lachnospiraceae
6880,7388,Elevated,163,Alcoholism,221,Proteobacteria
6881,7389,Elevated,163,Alcoholism,232,Enterobacteriaceae
6882,7390,Elevated,163,Alcoholism,63,Escherichia
6883,7391,Elevated,163,Alcoholism,330,Klebsiella
6884,7392,Elevated,163,Alcoholism,9,Clostridium
6885,7393,Elevated,163,Alcoholism,175,Sutterella
6886,7394,Elevated,163,Alcoholism,555,Alcaligenaceae
6887,7395,Elevated,163,Alcoholism,66,Acidaminococcus
6888,7396,Elevated,163,Alcoholism,672,Morganella
6889,7397,Elevated,163,Alcoholism,391,Bulleidia
6890,7398,Elevated,163,Alcoholism,244,Rothia
6891,7399,Elevated,163,Alcoholism,843,Epulopiscium
6892,7400,Elevated,163,Alcoholism,129,Holdemania
6893,7401,Elevated,163,Alcoholism,216,Megamonas
6894,7402,Elevated,163,Alcoholism,253,Micrococcaceae
6895,7403,Elevated,163,Alcoholism,586,Tissierellaceae
6896,7404,Reduced,163,Alcoholism,130,Odoribacter
6897,7405,Reduced,163,Alcoholism,819,Mitsuokella
6898,7406,Reduced,163,Alcoholism,431,Oribacterium
6899,7407,Reduced,163,Alcoholism,1022,Succinatimonas
6900,7408,Reduced,163,Alcoholism,779,Adlercreutzia
6901,7409,Reduced,163,Alcoholism,93,Staphylococcus
6902,7410,Reduced,163,Alcoholism,242,Coriobacteriaceae
6903,7411,Reduced,163,Alcoholism,44,Prevotella
6904,7412,Reduced,163,Alcoholism,185,Collinsella
6905,7413,Reduced,163,Alcoholism,222,Actinobacteria
6906,7414,Reduced,163,Alcoholism,65,Faecalibacterium
6907,7415,Elevated,91,Halitosis,1292,Aggregatibacter segnis
6908,7416,Elevated,91,Halitosis,291,Campylobacter
6909,7417,Elevated,91,Halitosis,97,Capnocytophaga
6910,7418,Elevated,91,Halitosis,513,Clostridiales
6911,7419,Elevated,91,Halitosis,80,Dialister
6912,7420,Elevated,91,Halitosis,246,Leptotrichia
6913,7421,Elevated,91,Halitosis,78,Parvimonas
6914,7422,Elevated,91,Halitosis,79,Peptostreptococcus
6915,7423,Elevated,91,Halitosis,262,Peptococcus
6916,7424,Elevated,91,Halitosis,44,Prevotella
6917,7425,Elevated,91,Halitosis,89,Selenomonas
6918,7426,Elevated,91,Halitosis,284,Tannerella
6919,7427,Elevated,91,Halitosis,1012,SR1
6920,7428,Elevated,91,Halitosis,94,Treponema
6921,7429,Elevated,91,Halitosis,271,TM7
6922,7430,Reduced,91,Halitosis,56,Haemophilus parainfluenzae
6923,7431,Reduced,91,Halitosis,62,Streptococcus
6924,7432,Reduced,91,Halitosis,228,Moryella
6925,7433,Reduced,91,Halitosis,431,Oribacterium
6926,7434,Reduced,91,Halitosis,1130,Rothia dentocariosa
6927,7435,Reduced,91,Halitosis,249,Gemella
6928,7436,Elevated,265,Obstructive sleep apnea-hypopnea syndrome,329,Porphyromonas
6929,7437,Elevated,265,Obstructive sleep apnea-hypopnea syndrome,92,Aggregatibacter
6930,7438,Elevated,265,Obstructive sleep apnea-hypopnea syndrome,94,Treponema
6931,7439,Elevated,265,Obstructive sleep apnea-hypopnea syndrome,100,Abiotrophia
6932,7440,Elevated,265,Obstructive sleep apnea-hypopnea syndrome,95,Schlegelella
6933,7441,Elevated,265,Obstructive sleep apnea-hypopnea syndrome,1293,Hydrotalea
6934,7442,Reduced,265,Obstructive sleep apnea-hypopnea syndrome,245,Kingella
6935,7443,Reduced,265,Obstructive sleep apnea-hypopnea syndrome,824,Fusicatenibacter
6936,7444,Reduced,265,Obstructive sleep apnea-hypopnea syndrome,81,Mobiluncus
6937,7445,Reduced,265,Obstructive sleep apnea-hypopnea syndrome,454,Clostridiaceae
6938,7446,Reduced,265,Obstructive sleep apnea-hypopnea syndrome,894,Fluviicola
6939,7447,Reduced,265,Obstructive sleep apnea-hypopnea syndrome,587,Leptotrichiaceae
6940,7448,Reduced,265,Obstructive sleep apnea-hypopnea syndrome,1188,Lysobacter
6941,7449,Reduced,265,Obstructive sleep apnea-hypopnea syndrome,331,Anaerococcus
6942,7450,Reduced,265,Obstructive sleep apnea-hypopnea syndrome,744,Acidobacteria
6943,7451,Reduced,265,Obstructive sleep apnea-hypopnea syndrome,1294,Clostridium III
6944,7452,Reduced,265,Obstructive sleep apnea-hypopnea syndrome,1295,Parcubacteria incertae sedis
6945,7453,Reduced,265,Obstructive sleep apnea-hypopnea syndrome,1296,Pirellula
6946,7454,Reduced,265,Obstructive sleep apnea-hypopnea syndrome,1297,Verrucomicrobiaceae
6947,7455,Reduced,265,Obstructive sleep apnea-hypopnea syndrome,1298,Rheinheimera
6948,7456,Reduced,265,Obstructive sleep apnea-hypopnea syndrome,1299,Geodermatophilaceae
6949,7457,Reduced,265,Obstructive sleep apnea-hypopnea syndrome,1300,Methylobacillus
6950,7458,Reduced,265,Obstructive sleep apnea-hypopnea syndrome,1301,Aciditerrimonas
6951,7459,Reduced,265,Obstructive sleep apnea-hypopnea syndrome,1303,Parachlamydiaceae
6952,7460,Reduced,265,Obstructive sleep apnea-hypopnea syndrome,1304,Ulvibacter
6953,7461,Reduced,265,Obstructive sleep apnea-hypopnea syndrome,1306,Gp21
6954,7462,Reduced,265,Obstructive sleep apnea-hypopnea syndrome,1307,Gp7
6955,7463,Reduced,265,Obstructive sleep apnea-hypopnea syndrome,1305,Latescibacteria incertae sedis
6956,7465,Reduced,220,Hepatocellular cancer,252,Pasteurellaceae
6957,7466,Elevated,220,Hepatocellular cancer,55,Lachnospiraceae
6958,7467,Reduced,220,Hepatocellular cancer,247,Haemophilus
6959,7468,Reduced,220,Hepatocellular cancer,62,Streptococcus
6960,7469,Reduced,220,Hepatocellular cancer,319,Pseudomonas
6961,7470,Elevated,220,Hepatocellular cancer,77,Fusobacterium
6962,7471,Elevated,220,Hepatocellular cancer,246,Leptotrichia
6963,7472,Elevated,220,Hepatocellular cancer,135,Actinomyces
6964,7473,Elevated,220,Hepatocellular cancer,291,Campylobacter
6965,7474,Elevated,220,Hepatocellular cancer,222,Actinobacteria
6966,7475,Elevated,220,Hepatocellular cancer,1099,Epsilonproteobacteria
6967,7476,Reduced,220,Hepatocellular cancer,348,Bacteroidetes
6968,7477,Reduced,220,Hepatocellular cancer,368,Gammaproteobacteria
6969,7478,Reduced,282,Clostridium difficile infection,124,Anaerotruncus
6970,7479,Reduced,282,Clostridium difficile infection,404,Christensenellaceae
6971,7480,Reduced,282,Clostridium difficile infection,256,Porphyromonadaceae
6972,7481,Reduced,282,Clostridium difficile infection,403,Barnesiella
6973,7482,Reduced,282,Clostridium difficile infection,224,Butyricimonas
6974,7483,Reduced,282,Clostridium difficile infection,185,Collinsella
6975,7484,Reduced,282,Clostridium difficile infection,64,Lachnospira
6976,7485,Reduced,282,Clostridium difficile infection,52,Alistipes
6977,7486,Reduced,282,Clostridium difficile infection,219,Ruminococcaceae
6978,7487,Reduced,282,Clostridium difficile infection,237,Oscillospira
6979,7488,Reduced,282,Clostridium difficile infection,54,Subdoligranulum
6980,7489,Reduced,282,Clostridium difficile infection,36,Bacteroides
6981,7490,Elevated,282,Clostridium difficile infection,74,Shigella
6982,7491,Elevated,282,Clostridium difficile infection,98,Helicobacter
6983,7492,Elevated,282,Clostridium difficile infection,232,Enterobacteriaceae
6984,7493,Elevated,282,Clostridium difficile infection,258,Enterococcaceae
6985,7494,Elevated,282,Clostridium difficile infection,41,Enterococcus
6986,7495,Elevated,282,Clostridium difficile infection,330,Klebsiella
6987,7496,Elevated,282,Clostridium difficile infection,175,Sutterella
6988,7497,Elevated,282,Clostridium difficile infection,68,Citrobacter
6989,7498,Elevated,282,Clostridium difficile infection,35,Veillonella
6990,7499,Elevated,282,Clostridium difficile infection,84,Proteus
6991,7500,Elevated,282,Clostridium difficile infection,672,Morganella
6992,7501,Elevated,282,Clostridium difficile infection,1308,Hafnia
6993,7502,Elevated,282,Clostridium difficile infection,250,Corynebacterium
6994,7503,Elevated,282,Clostridium difficile infection,93,Staphylococcus
6995,7504,Reduced,282,Clostridium difficile infection,65,Faecalibacterium
6996,7505,Reduced,282,Clostridium difficile infection,33,Bifidobacterium
6997,7506,Reduced,282,Clostridium difficile infection,67,Akkermansia
6998,7507,Reduced,41,Allergy,44,Prevotella
6999,7508,Reduced,41,Allergy,128,Coprococcus
7000,7509,Reduced,41,Allergy,36,Bacteroides
7001,7510,Reduced,41,Allergy,1,Lactobacillus
7002,7511,Reduced,41,Allergy,41,Enterococcus
7003,7512,Reduced,41,Allergy,64,Lachnospira
7004,7513,Elevated,41,Allergy,22,Bifidobacterium adolescentis
7005,7514,Elevated,41,Allergy,214,Blautia
7006,7515,Elevated,41,Allergy,65,Faecalibacterium
7007,7516,Elevated,41,Allergy,9,Clostridium
7008,7517,Elevated,41,Allergy,236,Dorea
7009,7518,Elevated,41,Allergy,14,Roseburia
7010,7519,Elevated,265,Obstructive sleep apnea-hypopnea syndrome,62,Streptococcus
7011,7520,Elevated,265,Obstructive sleep apnea-hypopnea syndrome,35,Veillonella
7012,7521,Elevated,265,Obstructive sleep apnea-hypopnea syndrome,251,Granulicatella
7013,7522,Elevated,265,Obstructive sleep apnea-hypopnea syndrome,77,Fusobacterium
7014,7523,Elevated,265,Obstructive sleep apnea-hypopnea syndrome,44,Prevotella
7015,7524,Elevated,265,Obstructive sleep apnea-hypopnea syndrome,319,Pseudomonas
7016,7525,Elevated,265,Obstructive sleep apnea-hypopnea syndrome,247,Haemophilus
7017,7526,Reduced,75,Preterm birth,334,Lactobacillus gasseri
7018,7527,Reduced,75,Preterm birth,1309,Lactobacillus johnsonii
7019,7528,Reduced,75,Preterm birth,39,Bifidobacterium longum
7020,7529,Reduced,75,Preterm birth,111,Bifidobacterium breve
7021,7530,Reduced,75,Preterm birth,388,Lactobacillus crispatus
7022,7531,Reduced,75,Preterm birth,523,Lactobacillus acidophilus
7023,7532,Reduced,75,Preterm birth,387,Lactobacillus iners
7024,7533,Reduced,75,Preterm birth,1310,Ralstonia solanacearum
7025,7534,Reduced,300,Metabolic syndrome,179,Eubacterium eligens
7026,7535,Reduced,300,Metabolic syndrome,6,Faecalibacterium prausnitzii
7027,7536,Reduced,300,Metabolic syndrome,57,Roseburia intestinalis
7028,7537,Reduced,300,Metabolic syndrome,58,Roseburia Inulinivorans
7029,7538,Reduced,300,Metabolic syndrome,209,Ruminococcus flavefaciens
7030,7539,Reduced,300,Metabolic syndrome,54,Subdoligranulum
7031,7540,Reduced,300,Metabolic syndrome,2,Desulfovibrio
7032,7541,Reduced,300,Metabolic syndrome,15,Sutterella wadsworthensis
7033,7542,Reduced,300,Metabolic syndrome,33,Bifidobacterium
7034,7543,Reduced,3,Crohn's Disease,65,Faecalibacterium
7035,7544,Elevated,13,Psoriasis,214,Blautia
7036,7545,Elevated,13,Psoriasis,33,Bifidobacterium
7037,7546,Elevated,13,Psoriasis,185,Collinsella
7038,7547,Elevated,13,Psoriasis,332,Slackia
7039,7548,Elevated,13,Psoriasis,132,Ruminococcus
7040,7549,Elevated,13,Psoriasis,54,Subdoligranulum
7041,7550,Reduced,13,Psoriasis,36,Bacteroides
7042,7551,Reduced,13,Psoriasis,53,Parabacteroides
7043,7552,Reduced,13,Psoriasis,403,Barnesiella
7044,7553,Reduced,13,Psoriasis,52,Alistipes
7045,7554,Reduced,13,Psoriasis,325,Paraprevotella
7046,7555,Reduced,13,Psoriasis,65,Faecalibacterium
7047,7556,Elevated,49,Juvenile idiopathic arthritis,60,Erysipelotrichaceae
7048,7557,Elevated,49,Juvenile idiopathic arthritis,6,Faecalibacterium prausnitzii
7049,7558,Elevated,49,Juvenile idiopathic arthritis,53,Parabacteroides
7050,7559,Elevated,49,Juvenile idiopathic arthritis,219,Ruminococcaceae
7051,7560,Elevated,49,Juvenile idiopathic arthritis,217,Phascolarctobacterium
7052,7561,Elevated,49,Juvenile idiopathic arthritis,236,Dorea
7053,7562,Reduced,49,Juvenile idiopathic arthritis,1028,Allobaculum
7054,7563,Reduced,49,Juvenile idiopathic arthritis,249,Gemella
7055,7564,Reduced,49,Juvenile idiopathic arthritis,482,Propionibacterium acnes
7056,7565,Reduced,49,Juvenile idiopathic arthritis,41,Enterococcus
7057,7566,Reduced,49,Juvenile idiopathic arthritis,134,Turicibacter
7058,7567,Reduced,49,Juvenile idiopathic arthritis,214,Blautia
7059,7568,Reduced,49,Juvenile idiopathic arthritis,379,Barnesiellaceae
7060,7569,Elevated,49,Juvenile idiopathic arthritis,56,Haemophilus parainfluenzae
7061,7570,Elevated,49,Juvenile idiopathic arthritis,330,Klebsiella
7062,7571,Elevated,49,Juvenile idiopathic arthritis,183,Parabacteroides distasonis
7063,7572,Reduced,6,Cirrhosis,527,Synergistetes
7064,7573,Reduced,6,Cirrhosis,1236,Deinococcus
7065,7574,Reduced,6,Cirrhosis,222,Actinobacteria
7066,7575,Reduced,6,Cirrhosis,454,Clostridiaceae
7067,7576,Reduced,6,Cirrhosis,525,Fusobacteria
7068,7577,Reduced,6,Cirrhosis,1297,Verrucomicrobiaceae
7069,7578,Reduced,6,Cirrhosis,685,Nitrosomonadaceae
7070,7579,Reduced,6,Cirrhosis,534,Tenericutes
7071,7580,Reduced,6,Cirrhosis,689,Rhizobiales
7072,7581,Reduced,6,Cirrhosis,66,Acidaminococcus
7073,7582,Elevated,6,Cirrhosis,257,Staphylococcaceae
7074,7583,Elevated,6,Cirrhosis,1070,Flavobacteriaceae
7075,7584,Elevated,6,Cirrhosis,256,Porphyromonadaceae
7076,7585,Elevated,6,Cirrhosis,587,Leptotrichiaceae
7077,7586,Reduced,6,Cirrhosis,219,Ruminococcaceae
7078,7587,Reduced,6,Cirrhosis,1311,Eubacteriaceae
7079,7588,Reduced,6,Cirrhosis,242,Coriobacteriaceae
7080,7589,Reduced,6,Cirrhosis,1312,Rickenellaceae
7081,7590,Elevated,6,Cirrhosis,232,Enterobacteriaceae
7082,7591,Elevated,6,Cirrhosis,171,Veillonellaceae
7083,7592,Elevated,6,Cirrhosis,259,Streptococcaceae
7084,7593,Elevated,302,Pancreatic head cancer,246,Leptotrichia
7085,7594,Elevated,302,Pancreatic head cancer,77,Fusobacterium
7086,7595,Elevated,302,Pancreatic head cancer,244,Rothia
7087,7596,Elevated,302,Pancreatic head cancer,135,Actinomyces
7088,7597,Elevated,302,Pancreatic head cancer,250,Corynebacterium
7089,7598,Elevated,302,Pancreatic head cancer,321,Atopobium
7090,7599,Elevated,302,Pancreatic head cancer,79,Peptostreptococcus
7091,7600,Elevated,302,Pancreatic head cancer,91,Catonella
7092,7601,Elevated,302,Pancreatic head cancer,431,Oribacterium
7093,7602,Elevated,302,Pancreatic head cancer,531,Filifactor
7094,7603,Elevated,302,Pancreatic head cancer,291,Campylobacter
7095,7604,Elevated,302,Pancreatic head cancer,96,Moraxella
7096,7605,Elevated,302,Pancreatic head cancer,284,Tannerella
7097,7606,Reduced,302,Pancreatic head cancer,247,Haemophilus
7098,7607,Reduced,302,Pancreatic head cancer,329,Porphyromonas
7099,7608,Reduced,302,Pancreatic head cancer,325,Paraprevotella
7100,7609,Reduced,302,Pancreatic head cancer,252,Pasteurellaceae
7101,7610,Elevated,302,Pancreatic head cancer,333,Anaeroglobus
7102,7611,Elevated,302,Pancreatic head cancer,59,Eubacterium
7103,7612,Elevated,302,Pancreatic head cancer,242,Coriobacteriaceae
7104,7614,Elevated,286,Thyroid carcinoma,44,Prevotella
7105,7615,Elevated,286,Thyroid carcinoma,14,Roseburia
7106,7616,Elevated,286,Thyroid carcinoma,128,Coprococcus
7107,7617,Elevated,286,Thyroid carcinoma,328,Anaerostipes
7108,7618,Elevated,286,Thyroid carcinoma,132,Ruminococcus
7109,7619,Elevated,286,Thyroid carcinoma,248,Neisseria
7110,7620,Elevated,286,Thyroid carcinoma,62,Streptococcus
7111,7621,Elevated,286,Thyroid carcinoma,329,Porphyromonas
7112,7622,Reduced,286,Thyroid carcinoma,36,Bacteroides
7113,7623,Reduced,286,Thyroid carcinoma,175,Sutterella
7114,7624,Reduced,286,Thyroid carcinoma,224,Butyricimonas
7115,7625,Reduced,286,Thyroid carcinoma,377,Rikenellaceae
7116,7626,Reduced,286,Thyroid carcinoma,404,Christensenellaceae
7117,7627,Reduced,286,Thyroid carcinoma,594,Odoribacteraceae
7118,7628,Reduced,286,Thyroid carcinoma,555,Alcaligenaceae
7119,7629,Reduced,286,Thyroid carcinoma,232,Enterobacteriaceae
7120,7630,Reduced,286,Thyroid carcinoma,220,Bacteroidaceae
7121,7631,Reduced,119,Acne,33,Bifidobacterium
7122,7632,Reduced,119,Acne,1,Lactobacillus
7123,7633,Reduced,119,Acne,776,Butyricicoccus
7124,7634,Reduced,119,Acne,676,Coprobacillus
7125,7635,Reduced,119,Acne,1028,Allobaculum
7126,7636,Reduced,159,Helicobacter pylori infection,14,Roseburia
7127,7637,Elevated,159,Helicobacter pylori infection,98,Helicobacter
7128,7638,Elevated,159,Helicobacter pylori infection,247,Haemophilus
7129,7639,Elevated,303,Hepatitis B associated liver failure,407,Moraxellaceae
7130,7640,Elevated,303,Hepatitis B associated liver failure,1313,Sulfurovum
7131,7641,Elevated,303,Hepatitis B associated liver failure,629,Comamonas
7132,7642,Elevated,303,Hepatitis B associated liver failure,371,Burkholderia
7133,7643,Reduced,303,Hepatitis B associated liver failure,222,Actinobacteria
7134,7644,Reduced,303,Hepatitis B associated liver failure,1236,Deinococcus
7135,7645,Reduced,303,Hepatitis B associated liver failure,688,Alphaproteobacteria
7136,7646,Reduced,303,Hepatitis B associated liver failure,406,Xanthomonadaceae
7137,7647,Reduced,303,Hepatitis B associated liver failure,232,Enterobacteriaceae
7138,7649,Elevated,303,Hepatitis B associated liver failure,1314,Acinetobacter junii
7139,7650,Elevated,303,Hepatitis B associated liver failure,148,Clostrdium disporicum
7140,7651,Reduced,303,Hepatitis B associated liver failure,240,Bacteroides fragilis
7141,7652,Elevated,13,Psoriasis,44,Prevotella
7142,7653,Elevated,13,Psoriasis,93,Staphylococcus
7143,7654,Reduced,13,Psoriasis,331,Anaerococcus
7144,7655,Reduced,13,Psoriasis,101,Propionibacterium
7145,7659,Elevated,22,Colorectal cancer,51,Escherichia coli
7146,7660,Reduced,22,Colorectal cancer,279,Bacteroides ovatus
7147,7661,Reduced,22,Colorectal cancer,8,Eubacterium rectale
7148,7662,Elevated,22,Colorectal cancer,123,Klebsiella pneumoniae
7149,7663,Elevated,22,Colorectal cancer,51,Escherichia coli
