,disease_name,microbe_scientific_name,relationship_name,disease_mesh_id,disease_mesh_heading
4143,Crohn Disease,Turicibacter,Increased,MESH:D003424,Crohn Disease
4144,Crohn Disease,Veillonellaceae,Decreased,MESH:D003424,Crohn Disease
4145,Parkinson Disease,Aeromonadaceae,Increased,MESH:D010300,Parkinson Disease
4146,Parkinson Disease,Aeromonadales,Increased,MESH:D010300,Parkinson Disease
4147,Parkinson Disease,Bdellovibrionaceae,Decreased,MESH:D010300,Parkinson Disease
4148,Parkinson Disease,Bdellovibrionales,Decreased,MESH:D010300,Parkinson Disease
4149,Parkinson Disease,Cloacibacterium,Increased,MESH:D010300,Parkinson Disease
4150,Parkinson Disease,Cloacibacterium,Increased,MESH:D010300,Parkinson Disease
4151,Parkinson Disease,Enhydrobacter,Increased,MESH:D010300,Parkinson Disease
4152,Parkinson Disease,Enhydrobacter,Increased,MESH:D010300,Parkinson Disease
4153,Parkinson Disease,Isoptericola,Increased,MESH:D010300,Parkinson Disease
4154,Parkinson Disease,Isoptericola,Increased,MESH:D010300,Parkinson Disease
4155,Parkinson Disease,Limnobacter,Decreased,MESH:D010300,Parkinson Disease
4156,Parkinson Disease,Limnobacter,Decreased,MESH:D010300,Parkinson Disease
4157,Parkinson Disease,Microbacterium,Increased,MESH:D010300,Parkinson Disease
4158,Parkinson Disease,Microbacterium,Increased,MESH:D010300,Parkinson Disease
4159,Parkinson Disease,Myroides,Increased,MESH:D010300,Parkinson Disease
4160,Parkinson Disease,Myroides,Increased,MESH:D010300,Parkinson Disease
4161,Parkinson Disease,Promicromonosporaceae,Increased,MESH:D010300,Parkinson Disease
4162,Parkinson Disease,Propionibacteriaceae,Increased,MESH:D010300,Parkinson Disease
4163,Colorectal Neoplasms,Turicibacter,Decreased,MESH:D015179,Colorectal neoplasms
4164,Breast Neoplasms,Barnesiellaceae,Decreased,MESH:D001943,Breast neoplasms
4165,Inflammatory Bowel Diseases,Barnesiellaceae,Decreased,MESH:D015212,Inflammatory Bowel Diseases
4166,Celiac Disease,Bifidobacteriaceae,Decreased,MESH:D002446,Celiac Disease
4167,Constipation,Bifidobacteriaceae,Increased,MESH:D003248,Constipation
4168,Celiac Disease,Christensenellaceae,Decreased,MESH:D002446,Celiac Disease
4169,Constipation,Christensenellaceae,Increased,MESH:D003248,Constipation
4170,Hypertension,Christensenellaceae,Decreased,MESH:D006973,Hypertension
4171,Inflammatory Bowel Diseases,Christensenellaceae,Decreased,MESH:D015212,Inflammatory Bowel Diseases
4172,Celiac Disease,Clostridia,Decreased,MESH:D002446,Celiac Disease
4173,Constipation,Clostridia,Decreased,MESH:D003248,Constipation
4174,Diverticular Diseases,Clostridia,Decreased,MESH:D000076385,Diverticular Diseases
4175,Hypertension,Clostridia,Decreased,MESH:D006973,Hypertension
4176,Irritable Bowel Syndrome,Clostridia,Decreased,MESH:D043183,Irritable Bowel Syndrome
4177,Diverticular Diseases,Comamonadaceae,Decreased,MESH:D000076385,Diverticular Diseases
4178,Celiac Disease,Coriobacteriaceae,Decreased,MESH:D002446,Celiac Disease
4179,Constipation,Coriobacteriaceae,Increased,MESH:D003248,Constipation
4180,Constipation,Enterobacteriaceae,Increased,MESH:D003248,Constipation
4181,Diverticular Diseases,Enterobacteriaceae,Increased,MESH:D000076385,Diverticular Diseases
4182,Inflammatory Bowel Diseases,Enterobacteriaceae,Increased,MESH:D015212,Inflammatory Bowel Diseases
4183,Hypertension,Epsilonproteobacteria,Increased,MESH:D006973,Hypertension
4184,Celiac Disease,Erysipelotrichaceae,Decreased,MESH:D002446,Celiac Disease
4185,Constipation,Erysipelotrichaceae,Decreased,MESH:D003248,Constipation
4186,Constipation,Eubacteriaceae,Increased,MESH:D003248,Constipation
4187,Diverticular Diseases,Eubacteriaceae,Increased,MESH:D000076385,Diverticular Diseases
4188,Irritable Bowel Syndrome,Fusobacteriaceae,Increased,MESH:D043183,Irritable Bowel Syndrome
4189,Constipation,Lachnospiraceae,Decreased,MESH:D003248,Constipation
4190,Inflammatory Bowel Diseases,Lachnospiraceae,Increased,MESH:D015212,Inflammatory Bowel Diseases
4191,Breast Neoplasms,Lactobacillaceae,Increased,MESH:D001943,Breast neoplasms
4192,Inflammatory Bowel Diseases,Lactobacillaceae,Increased,MESH:D015212,Inflammatory Bowel Diseases
4193,Constipation,Lentisphaeria,Increased,MESH:D003248,Constipation
4194,Inflammatory Bowel Diseases,Lentisphaeria,Decreased,MESH:D015212,Inflammatory Bowel Diseases
4195,Breast Neoplasms,Methanobacteria,Decreased,MESH:D001943,Breast neoplasms
4196,Constipation,Methanobacteria,Increased,MESH:D003248,Constipation
4197,Breast Neoplasms,Mollicutes,Decreased,MESH:D001943,Breast neoplasms
4198,Celiac Disease,Mollicutes,Decreased,MESH:D002446,Celiac Disease
4199,Hypertension,Mollicutes,Decreased,MESH:D006973,Hypertension
4200,Inflammatory Bowel Diseases,Mollicutes,Decreased,MESH:D015212,Inflammatory Bowel Diseases
4201,Constipation,Odoribacteraceae,Increased,MESH:D003248,Constipation
4202,Inflammatory Bowel Diseases,Odoribacteraceae,Decreased,MESH:D015212,Inflammatory Bowel Diseases
4203,Irritable Bowel Syndrome,Odoribacteraceae,Decreased,MESH:D043183,Irritable Bowel Syndrome
4204,Breast Neoplasms,Oxalobacteraceae,Decreased,MESH:D001943,Breast neoplasms
4205,Celiac Disease,Oxalobacteraceae,Decreased,MESH:D002446,Celiac Disease
4206,Hypertension,Oxalobacteraceae,Decreased,MESH:D006973,Hypertension
4207,Constipation,Pasteurellaceae,Decreased,MESH:D003248,Constipation
4208,Celiac Disease,Peptococcaceae,Decreased,MESH:D002446,Celiac Disease
4209,Inflammatory Bowel Diseases,Peptococcaceae,Decreased,MESH:D015212,Inflammatory Bowel Diseases
4210,Irritable Bowel Syndrome,Peptococcaceae,Decreased,MESH:D043183,Irritable Bowel Syndrome
4211,Diverticular Diseases,Pseudomonadaceae,Increased,MESH:D000076385,Diverticular Diseases
4212,Celiac Disease,Rhodobacteraceae,Decreased,MESH:D002446,Celiac Disease
4213,Breast Neoplasms,Rikenellaceae,Decreased,MESH:D001943,Breast neoplasms
4214,Inflammatory Bowel Diseases,Rikenellaceae,Decreased,MESH:D015212,Inflammatory Bowel Diseases
4215,Celiac Disease,Ruminococcaceae,Decreased,MESH:D002446,Celiac Disease
4216,Hypertension,Ruminococcaceae,Decreased,MESH:D006973,Hypertension
4217,Inflammatory Bowel Diseases,Ruminococcaceae,Decreased,MESH:D015212,Inflammatory Bowel Diseases
4218,Irritable Bowel Syndrome,Ruminococcaceae,Decreased,MESH:D043183,Irritable Bowel Syndrome
4219,Hypertension,Streptococcaceae,Increased,MESH:D006973,Hypertension
4220,Diverticular Diseases,Syntrophomonadaceae,Increased,MESH:D000076385,Diverticular Diseases
4221,Constipation,Tissierellaceae,Increased,MESH:D003248,Constipation
4222,Colorectal Neoplasms,Actinobacteria,Decreased,MESH:D015179,Colorectal neoplasms
4223,Colorectal Neoplasms,Alcaligenaceae,Increased,MESH:D015179,Colorectal neoplasms
4224,Colorectal Neoplasms,Anaerostipes,Decreased,MESH:D015179,Colorectal neoplasms
4225,Colorectal Neoplasms,Dorea,Decreased,MESH:D015179,Colorectal neoplasms
4226,Colorectal Neoplasms,Enterobacteriaceae,Increased,MESH:D015179,Colorectal neoplasms
4227,Colorectal Neoplasms,Eubacterium hallii CAG:12,Decreased,MESH:D015179,Colorectal neoplasms
4228,Colorectal Neoplasms,Fusicatenibacter,Decreased,MESH:D015179,Colorectal neoplasms
4229,Colorectal Neoplasms,Porphyromonadaceae,Increased,MESH:D015179,Colorectal neoplasms
4230,Colorectal Neoplasms,Prevotellaceae,Increased,MESH:D015179,Colorectal neoplasms
4231,Colorectal Neoplasms,Proteobacteria,Increased,MESH:D015179,Colorectal neoplasms
4232,Colorectal Neoplasms,Proteobacteria,Increased,MESH:D015179,Colorectal neoplasms
4233,Colorectal Neoplasms,Sutterella,Decreased,MESH:D015179,Colorectal neoplasms
4234,Colorectal Neoplasms,Acidaminococcaceae,Decreased,MESH:D015179,Colorectal neoplasms
4235,Rectal Neoplasms,Acidaminococcaceae,Decreased,MESH:D012004,Colorectal neoplasms
4236,Rectal Neoplasms,Bifidobacteriaceae,Decreased,MESH:D012004,Colorectal neoplasms
4237,Rectal Neoplasms,Bifidobacteriaceae,Decreased,MESH:D012004,Colorectal neoplasms
4238,Rectal Neoplasms,Bifidobacterium,Decreased,MESH:D012004,Colorectal neoplasms
4239,Rectal Neoplasms,Enterobacteriaceae,Increased,MESH:D012004,Colorectal neoplasms
4240,Rectal Neoplasms,Enterobacteriaceae,Increased,MESH:D012004,Colorectal neoplasms
4241,Stomach Neoplasms,Enterobacteriaceae,Increased,MESH:D013274,Stomach neoplasms
4242,Stomach Neoplasms,Enterobacteriaceae,Increased,MESH:D013274,Stomach neoplasms
4243,Colorectal Neoplasms,Lachnoclostridium,Decreased,MESH:D015179,Colorectal neoplasms
4244,Rectal Neoplasms,Lachnoclostridium,Decreased,MESH:D012004,Colorectal neoplasms
4245,Rectal Neoplasms,Lachnoclostridium,Decreased,MESH:D012004,Colorectal neoplasms
4246,Rectal Neoplasms,Lachnoclostridium,Decreased,MESH:D012004,Colorectal neoplasms
4247,Stomach Neoplasms,Lachnoclostridium,Decreased,MESH:D013274,Stomach neoplasms
4248,Stomach Neoplasms,Lachnoclostridium,Decreased,MESH:D013274,Stomach neoplasms
4249,Colorectal Neoplasms,Lactobacillaceae,Decreased,MESH:D015179,Colorectal neoplasms
4250,Pancreatic Neoplasms,Lactobacillaceae,Decreased,MESH:D010190,Pancreatic neoplasms
4251,Pancreatic Neoplasms,Lactobacillaceae,Decreased,MESH:D010190,Pancreatic neoplasms
4252,Rectal Neoplasms,Lactobacillaceae,Decreased,MESH:D012004,Colorectal neoplasms
4253,Colorectal Neoplasms,Oscillibacter,Decreased,MESH:D015179,Colorectal neoplasms
4254,Rectal Neoplasms,Oscillibacter,Decreased,MESH:D012004,Colorectal neoplasms
4255,Stomach Neoplasms,Oscillibacter,Decreased,MESH:D013274,Stomach neoplasms
4256,Stomach Neoplasms,Oscillibacter,Decreased,MESH:D013274,Stomach neoplasms
4257,Pancreatic Neoplasms,Parabacteroides,Decreased,MESH:D010190,Pancreatic neoplasms
4258,Pancreatic Neoplasms,Parabacteroides,Decreased,MESH:D010190,Pancreatic neoplasms
4259,Stomach Neoplasms,Ruminococcus,Increased,MESH:D013274,Stomach neoplasms
4260,Stomach Neoplasms,Ruminococcus,Increased,MESH:D013274,Stomach neoplasms
4261,Colorectal Neoplasms,Subdoligranulum,Increased,MESH:D015179,Colorectal neoplasms
4262,Rectal Neoplasms,Subdoligranulum,Increased,MESH:D012004,Colorectal neoplasms
4263,Stomach Neoplasms,Subdoligranulum,Increased,MESH:D013274,Stomach neoplasms
4264,Stomach Neoplasms,Subdoligranulum,Increased,MESH:D013274,Stomach neoplasms
4265,Prostatic Neoplasms,Bacteroides sp.,Increased,MESH:D011471,Prostatic neoplasms
4266,Prostatic Neoplasms,Streptococcus sp.,Increased,MESH:D011471,Prostatic neoplasms
4267,Celiac Disease,Bacteroidales,Decreased,MESH:D002446,Celiac Disease
4268,Celiac Disease,Bacteroidetes,Decreased,MESH:D002446,Celiac Disease
4269,Celiac Disease,Bacteroidia,Decreased,MESH:D002446,Celiac Disease
4270,Celiac Disease,Betaproteobacteria,Increased,MESH:D002446,Celiac Disease
4271,Celiac Disease,Clostridia,Decreased,MESH:D002446,Celiac Disease
4272,Celiac Disease,Clostridiales,Decreased,MESH:D002446,Celiac Disease
4273,Celiac Disease,Firmicutes,Decreased,MESH:D002446,Celiac Disease
4274,Celiac Disease,Lachnospiraceae,Decreased,MESH:D002446,Celiac Disease
4275,Celiac Disease,Leptotrichia,Decreased,MESH:D002446,Celiac Disease
4276,Celiac Disease,Leptotrichiaceae,Decreased,MESH:D002446,Celiac Disease
4277,Celiac Disease,Neisseria,Increased,MESH:D002446,Celiac Disease
4278,Celiac Disease,Neisseriaceae,Increased,MESH:D002446,Celiac Disease
4279,Celiac Disease,Neisseriales,Increased,MESH:D002446,Celiac Disease
4280,Celiac Disease,Prevotella,Decreased,MESH:D002446,Celiac Disease
4281,Celiac Disease,Prevotellaceae,Decreased,MESH:D002446,Celiac Disease
4282,Celiac Disease,Proteobacteria,Increased,MESH:D002446,Celiac Disease
4283,Celiac Disease,Rothia,Absent,MESH:D002446,Celiac Disease
4284,Celiac Disease,Streptococcus,Decreased,MESH:D002446,Celiac Disease
4285,Celiac Disease,Veillonellaceae,Decreased,MESH:D002446,Celiac Disease
4286,Liver Neoplasms,Acidaminococcus,Increased,MESH:D008113,Liver neoplasms
4287,Liver Neoplasms,Acidaminococcus,Increased,MESH:D008113,Liver neoplasms
4288,Liver Neoplasms,Actinobacteria,Increased,MESH:D008113,Liver neoplasms
4289,Liver Neoplasms,Aggregatibacter,Increased,MESH:D008113,Liver neoplasms
4290,Liver Neoplasms,Akkermansia,Decreased,MESH:D008113,Liver neoplasms
4291,Liver Neoplasms,Alistipes,Decreased,MESH:D008113,Liver neoplasms
4292,Liver Neoplasms,Allisonella,Decreased,MESH:D008113,Liver neoplasms
4293,Liver Neoplasms,Alphaproteobacteria,Increased,MESH:D008113,Liver neoplasms
4294,Liver Neoplasms,Anaerostipes,Decreased,MESH:D008113,Liver neoplasms
4295,Liver Neoplasms,Anaerotruncus,Decreased,MESH:D008113,Liver neoplasms
4296,Liver Neoplasms,Bilophila,Decreased,MESH:D008113,Liver neoplasms
4297,Liver Neoplasms,Butyricicoccus,Increased,MESH:D008113,Liver neoplasms
4298,Liver Neoplasms,Butyricicoccus,Decreased,MESH:D008113,Liver neoplasms
4299,Liver Neoplasms,Clostridia,Decreased,MESH:D008113,Liver neoplasms
4300,Liver Neoplasms,Clostridiales,Decreased,MESH:D008113,Liver neoplasms
4301,Liver Neoplasms,Collinsella,Increased,MESH:D008113,Liver neoplasms
4302,Liver Neoplasms,Coprobacillus,Decreased,MESH:D008113,Liver neoplasms
4303,Liver Neoplasms,Coprococcus,Decreased,MESH:D008113,Liver neoplasms
4304,Liver Neoplasms,Coriobacteriaceae,Increased,MESH:D008113,Liver neoplasms
4305,Liver Neoplasms,Coriobacteriales,Increased,MESH:D008113,Liver neoplasms
4306,Liver Neoplasms,Deltaproteobacteria,Decreased,MESH:D008113,Liver neoplasms
4307,Liver Neoplasms,Desulfovibrionaceae,Decreased,MESH:D008113,Liver neoplasms
4308,Liver Neoplasms,Desulfovibrionales,Decreased,MESH:D008113,Liver neoplasms
4309,Liver Neoplasms,Dorea,Increased,MESH:D008113,Liver neoplasms
4310,Liver Neoplasms,Eggerthella,Increased,MESH:D008113,Liver neoplasms
4311,Liver Neoplasms,Enterococcus,Increased,MESH:D008113,Liver neoplasms
4312,Liver Neoplasms,Erysipelotrichaceae,Increased,MESH:D008113,Liver neoplasms
4313,Liver Neoplasms,Erysipelotrichales,Increased,MESH:D008113,Liver neoplasms
4314,Liver Neoplasms,Erysipelotrichia,Increased,MESH:D008113,Liver neoplasms
4315,Liver Neoplasms,Eubacterium,Decreased,MESH:D008113,Liver neoplasms
4316,Liver Neoplasms,Gemella,Increased,MESH:D008113,Liver neoplasms
4317,Liver Neoplasms,Gemmiger,Increased,MESH:D008113,Liver neoplasms
4318,Liver Neoplasms,Gordonibacter,Decreased,MESH:D008113,Liver neoplasms
4319,Liver Neoplasms,Haemophilus,Increased,MESH:D008113,Liver neoplasms
4320,Liver Neoplasms,Holdemania,Increased,MESH:D008113,Liver neoplasms
4321,Liver Neoplasms,Hyphomicrobiaceae,Increased,MESH:D008113,Liver neoplasms
4322,Liver Neoplasms,Klebsiella,Increased,MESH:D008113,Liver neoplasms
4323,Liver Neoplasms,Lachnospira,Increased,MESH:D008113,Liver neoplasms
4324,Liver Neoplasms,Lactobacillus,Increased,MESH:D008113,Liver neoplasms
4325,Liver Neoplasms,Megasphaera,Increased,MESH:D008113,Liver neoplasms
4326,Liver Neoplasms,Odoribacter,Increased,MESH:D008113,Liver neoplasms
4327,Liver Neoplasms,Oscillibacter,Decreased,MESH:D008113,Liver neoplasms
4328,Liver Neoplasms,Parabacteroides,Increased,MESH:D008113,Liver neoplasms
4329,Liver Neoplasms,Paraprevotella,Increased,MESH:D008113,Liver neoplasms
4330,Liver Neoplasms,Peptococcus,Increased,MESH:D008113,Liver neoplasms
4331,Liver Neoplasms,Phascolarctobacterium,Decreased,MESH:D008113,Liver neoplasms
4332,Liver Neoplasms,Porphyromonadaceae,Decreased,MESH:D008113,Liver neoplasms
4333,Liver Neoplasms,Porphyromonas,Decreased,MESH:D008113,Liver neoplasms
4334,Liver Neoplasms,Pseudomonadaceae,Decreased,MESH:D008113,Liver neoplasms
4335,Liver Neoplasms,Pseudomonas,Decreased,MESH:D008113,Liver neoplasms
4336,Liver Neoplasms,Pyramidobacter,Decreased,MESH:D008113,Liver neoplasms
4337,Liver Neoplasms,Rhizobiales,Increased,MESH:D008113,Liver neoplasms
4338,Liver Neoplasms,Rikenellaceae,Decreased,MESH:D008113,Liver neoplasms
4339,Liver Neoplasms,Rothia,Increased,MESH:D008113,Liver neoplasms
4340,Liver Neoplasms,Ruminococcaceae,Decreased,MESH:D008113,Liver neoplasms
4341,Liver Neoplasms,Ruminococcus,Decreased,MESH:D008113,Liver neoplasms
4342,Liver Neoplasms,Synergistaceae,Decreased,MESH:D008113,Liver neoplasms
4343,Liver Neoplasms,Synergistales,Decreased,MESH:D008113,Liver neoplasms
4344,Liver Neoplasms,Synergistetes,Decreased,MESH:D008113,Liver neoplasms
4345,Liver Neoplasms,Synergistia,Decreased,MESH:D008113,Liver neoplasms
4346,Liver Neoplasms,Verrucomicrobia,Decreased,MESH:D008113,Liver neoplasms
4347,Liver Neoplasms,Verrucomicrobiaceae,Decreased,MESH:D008113,Liver neoplasms
4348,Liver Neoplasms,Verrucomicrobiae,Decreased,MESH:D008113,Liver neoplasms
4349,Liver Neoplasms,Verrucomicrobiales,Decreased,MESH:D008113,Liver neoplasms
4350,Urinary Bladder Neoplasms,Actinobaculum,Increased,MESH:D001749,Urinary Bladder neoplasms
4351,Urinary Bladder Neoplasms,Actinobaculum massiliense,Increased,MESH:D001749,Urinary Bladder neoplasms
4352,Urinary Bladder Neoplasms,Campylobacter,Increased,MESH:D001749,Urinary Bladder neoplasms
4353,Urinary Bladder Neoplasms,Campylobacter hominis,Increased,MESH:D001749,Urinary Bladder neoplasms
4354,Urinary Bladder Neoplasms,Corynebacterium appendicis,Decreased,MESH:D001749,Urinary Bladder neoplasms
4355,Urinary Bladder Neoplasms,Corynebacterium sp.,Decreased,MESH:D001749,Urinary Bladder neoplasms
4356,Urinary Bladder Neoplasms,Facklamia,Increased,MESH:D001749,Urinary Bladder neoplasms
4357,Urinary Bladder Neoplasms,Fusobacterium,Increased,MESH:D001749,Urinary Bladder neoplasms
4358,Urinary Bladder Neoplasms,Jonquetella anthropi,Increased,MESH:D001749,Urinary Bladder neoplasms
4359,Urinary Bladder Neoplasms,Streptococcus cristatus,Decreased,MESH:D001749,Urinary Bladder neoplasms
4360,Urinary Bladder Neoplasms,Subdoligranulum,Increased,MESH:D001749,Urinary Bladder neoplasms
4361,Urinary Bladder Neoplasms,Veillonella dispar,Decreased,MESH:D001749,Urinary Bladder neoplasms
4362,Prostatic Neoplasms,Acetanaerobacterium,Decreased,MESH:D011471,Prostatic neoplasms
4363,Prostatic Neoplasms,Faecalibacterium,Increased,MESH:D011471,Prostatic neoplasms
4364,Prostatic Neoplasms,Lachnospira,Decreased,MESH:D011471,Prostatic neoplasms
4365,Breast Neoplasms,Agrococcus,Decreased,MESH:D001943,Breast neoplasms
4366,Breast Neoplasms,Agrococcus,Increased,MESH:D001943,Breast neoplasms
4367,Breast Neoplasms,Caulobacteraceae,Increased,MESH:D001943,Breast neoplasms
4368,Breast Neoplasms,Methylobacteriaceae,Increased,MESH:D001943,Breast neoplasms
4369,Breast Neoplasms,Micrococcaceae,Increased,MESH:D001943,Breast neoplasms
4370,Breast Neoplasms,Nocardioidaceae,Increased,MESH:D001943,Breast neoplasms
4371,Breast Neoplasms,Prevotella,Decreased,MESH:D001943,Breast neoplasms
4372,Breast Neoplasms,Prevotellaceae,Decreased,MESH:D001943,Breast neoplasms
4373,Breast Neoplasms,Propionicimonas,Increased,MESH:D001943,Breast neoplasms
4374,Breast Neoplasms,Proteobacteria,Increased,MESH:D001943,Breast neoplasms
4375,Breast Neoplasms,Rhodobacteraceae,Increased,MESH:D001943,Breast neoplasms
4376,Breast Neoplasms,Veillonella,Decreased,MESH:D001943,Breast neoplasms
4377,Breast Neoplasms,Veillonellaceae,Decreased,MESH:D001943,Breast neoplasms
4378,Coronary Artery Disease,[Eubacterium] rectale,Decreased,MESH:D003324,Coronary Artery Disease
4379,Coronary Artery Disease,Actinobacteria,Increased,MESH:D003324,Coronary Artery Disease
4380,Coronary Artery Disease,Actinomyces,Increased,MESH:D003324,Coronary Artery Disease
4381,Coronary Artery Disease,Bacteroidetes,Decreased,MESH:D003324,Coronary Artery Disease
4382,Coronary Artery Disease,Butyricicoccus,Decreased,MESH:D003324,Coronary Artery Disease
4383,Coronary Artery Disease,Catenibacterium,Increased,MESH:D003324,Coronary Artery Disease
4384,Coronary Artery Disease,Enterococcus,Increased,MESH:D003324,Coronary Artery Disease
4385,Coronary Artery Disease,Escherichia,Increased,MESH:D003324,Coronary Artery Disease
4386,Coronary Artery Disease,Eubacterium coprostanoligenes,Decreased,MESH:D003324,Coronary Artery Disease
4387,Coronary Artery Disease,Eubacterium ventriosum,Decreased,MESH:D003324,Coronary Artery Disease
4388,Coronary Artery Disease,Faecalibacterium,Decreased,MESH:D003324,Coronary Artery Disease
4389,Coronary Artery Disease,Firmicutes,Decreased,MESH:D003324,Coronary Artery Disease
4390,Coronary Artery Disease,Flavonifractor,Decreased,MESH:D003324,Coronary Artery Disease
4391,Coronary Artery Disease,Holdemanella,Increased,MESH:D003324,Coronary Artery Disease
4392,Coronary Artery Disease,Lachnospira,Decreased,MESH:D003324,Coronary Artery Disease
4393,Coronary Artery Disease,Lachnospira eligens,Decreased,MESH:D003324,Coronary Artery Disease
4394,Coronary Artery Disease,Lactobacillus,Increased,MESH:D003324,Coronary Artery Disease
4395,Coronary Artery Disease,Lactococcus,Increased,MESH:D003324,Coronary Artery Disease
4396,Coronary Artery Disease,Proteobacteria,Increased,MESH:D003324,Coronary Artery Disease
4397,Coronary Artery Disease,Pseudomonas,Increased,MESH:D003324,Coronary Artery Disease
4398,Coronary Artery Disease,Roseburia,Decreased,MESH:D003324,Coronary Artery Disease
4399,Coronary Artery Disease,Shigella,Increased,MESH:D003324,Coronary Artery Disease
4400,Coronary Artery Disease,Subdoligranulum,Decreased,MESH:D003324,Coronary Artery Disease
4401,Coronary Artery Disease,unclassified Lachnospiraceae,Decreased,MESH:D003324,Coronary Artery Disease
4402,Coronary Artery Disease,Weissella,Increased,MESH:D003324,Coronary Artery Disease
4403,Crohn Disease,Firmicutes,Decreased,MESH:D003424,Crohn Disease
4404,Ulcerative Colitis,Firmicutes,Increased,MESH:D003093,Ulcerative Colitis
4405,Crohn Disease,Proteobacteria,Increased,MESH:D003424,Crohn Disease
4406,Ulcerative Colitis,Proteobacteria,Decreased,MESH:D003093,Ulcerative Colitis
4407,Crohn Disease,Akkermansia muciniphila,Decreased,MESH:D003424,Crohn Disease
4408,Colorectal Neoplasms,Faecalibacterium prausnitzii,Decreased,MESH:D015179,Colorectal neoplasms
4409,Crohn Disease,Faecalibacterium prausnitzii,Decreased,MESH:D003424,Crohn Disease
4410,Crohn Disease,Faecalibacterium prausnitzii,Decreased,MESH:D003424,Crohn Disease
4411,Crohn Disease,Faecalibacterium prausnitzii,Decreased,MESH:D003424,Crohn Disease
4412,Crohn Disease,Faecalibacterium prausnitzii,Decreased,MESH:D003424,Crohn Disease
4413,Ulcerative Colitis,Faecalibacterium prausnitzii,Decreased,MESH:D003093,Ulcerative Colitis
4414,Lung Neoplasms,Acidovorax,Decreased,MESH:D008175,Lung neoplasms
4415,Colorectal Neoplasms,Prevotella melaninogenica,Decreased,MESH:D015179,Colorectal neoplasms
4416,Lung Neoplasms,Acinetobacter,Decreased,MESH:D008175,Lung neoplasms
4417,Lung Neoplasms,Actinobacteria,Increased,MESH:D008175,Lung neoplasms
4418,Lung Neoplasms,Bacteroidetes,Increased,MESH:D008175,Lung neoplasms
4419,Lung Neoplasms,Bifidobacterium,Increased,MESH:D008175,Lung neoplasms
4420,Lung Neoplasms,Firmicutes,Increased,MESH:D008175,Lung neoplasms
4421,Lung Neoplasms,Prevotella,Increased,MESH:D008175,Lung neoplasms
4422,Lung Neoplasms,Proteobacteria,Decreased,MESH:D008175,Lung neoplasms
4423,Lung Neoplasms,Sphingomonas,Decreased,MESH:D008175,Lung neoplasms
4424,Lung Neoplasms,Streptococcus,Increased,MESH:D008175,Lung neoplasms
4425,Colorectal Neoplasms,Anaeroglobus,Increased,MESH:D015179,Colorectal neoplasms
4426,Colorectal Neoplasms,Anaeroglobus,Increased,MESH:D015179,Colorectal neoplasms
4427,Colorectal Neoplasms,Bifidobacteriaceae,Increased,MESH:D015179,Colorectal neoplasms
4428,Colorectal Neoplasms,Bifidobacterium dentium,Increased,MESH:D015179,Colorectal neoplasms
4429,Colorectal Neoplasms,Bifidobacterium dentium,Increased,MESH:D015179,Colorectal neoplasms
4430,Colorectal Neoplasms,Bifidobacterium dentium,Increased,MESH:D015179,Colorectal neoplasms
4431,Colorectal Neoplasms,Burkholderiaceae,Increased,MESH:D015179,Colorectal neoplasms
4432,Colorectal Neoplasms,Burkholderiaceae,Increased,MESH:D015179,Colorectal neoplasms
4433,Colorectal Neoplasms,Burkholderiaceae,Increased,MESH:D015179,Colorectal neoplasms
4434,Colorectal Neoplasms,Campylobacter sp. oral taxon 044,Increased,MESH:D015179,Colorectal neoplasms
4435,Colorectal Neoplasms,Campylobacter sp. oral taxon 044,Increased,MESH:D015179,Colorectal neoplasms
4436,Colorectal Neoplasms,Campylobacter sp. oral taxon 044,Increased,MESH:D015179,Colorectal neoplasms
4437,Colorectal Neoplasms,candidate division SR1,Increased,MESH:D015179,Colorectal neoplasms
4438,Colorectal Neoplasms,candidate division SR1,Increased,MESH:D015179,Colorectal neoplasms
4439,Colorectal Neoplasms,Carnobacteriaceae,Decreased,MESH:D015179,Colorectal neoplasms
4440,Celiac Disease,Rubrobacteria,Decreased,MESH:D002446,Celiac Disease
4441,Colorectal Neoplasms,Carnobacteriaceae,Decreased,MESH:D015179,Colorectal neoplasms
4442,Colorectal Neoplasms,Erysipelotrichaceae,Decreased,MESH:D015179,Colorectal neoplasms
4443,Colorectal Neoplasms,Erysipelotrichaceae,Decreased,MESH:D015179,Colorectal neoplasms
4444,Colorectal Neoplasms,Erysipelotrichaceae,Decreased,MESH:D015179,Colorectal neoplasms
4445,Colorectal Neoplasms,[Eubacterium] yurii,Increased,MESH:D015179,Colorectal neoplasms
4446,Colorectal Neoplasms,[Eubacterium] yurii,Increased,MESH:D015179,Colorectal neoplasms
4447,Colorectal Neoplasms,Lactobacillus salivarius,Increased,MESH:D015179,Colorectal neoplasms
4448,Colorectal Neoplasms,Lactobacillus salivarius,Increased,MESH:D015179,Colorectal neoplasms
4449,Colorectal Neoplasms,Lactobacillus salivarius,Increased,MESH:D015179,Colorectal neoplasms
4450,Colorectal Neoplasms,Lautropia,Increased,MESH:D015179,Colorectal neoplasms
4451,Colorectal Neoplasms,Lautropia,Increased,MESH:D015179,Colorectal neoplasms
4452,Colorectal Neoplasms,Lautropia,Increased,MESH:D015179,Colorectal neoplasms
4453,Colorectal Neoplasms,Mitsuokella,Increased,MESH:D015179,Colorectal neoplasms
