,MeSH Symptom Term,MeSH Disease Term,PubMed occurrence,TFIDF score
13521,"Obesity, Morbid",Asthma,4.0,7.0117598094982405
14091,Thinness,Asthma,3.0,8.011798829568171
15212,Cyanosis,Asthma,12.0,20.9209150502864
16688,Edema,Asthma,53.0,31.58153898745275
17991,"Edema, Cardiac",Asthma,1.0,3.5190396748220376
18794,Eye Manifestations,Asthma,1.0,1.507876973895496
20094,Fatigue,Asthma,26.0,29.58834204355716
20966,Mental Fatigue,Asthma,2.0,7.170358954653166
21223,Fetal Distress,Asthma,2.0,5.176903276494116
21586,Flushing,Asthma,4.0,10.456048540906371
21908,Heart Murmurs,Asthma,1.0,2.3634171314371484
22710,Hypergammaglobulinemia,Asthma,18.0,30.22425294672484
24460,Neurologic Manifestations,Asthma,4.0,0.2797656527013375
25418,Cerebrospinal Fluid Rhinorrhea,Asthma,1.0,2.677472489143819
27403,Cerebellar Ataxia,Asthma,1.0,1.7087856229578182
30032,Torticollis,Asthma,2.0,4.309981845298934
30411,Hyperkinesis,Asthma,4.0,9.364001010090425
31199,Myoclonus,Asthma,4.0,7.100283477721324
31790,Psychomotor Agitation,Asthma,1.0,2.2425601797093533
32178,"Akathisia, Drug-Induced",Asthma,4.0,12.443645797177558
32682,Tremor,Asthma,84.0,146.10563409357317
34137,Neurobehavioral Manifestations,Asthma,1.0,0.3707580028077621
34253,Apraxias,Asthma,1.0,2.3837740685058924
35704,Dyslexia,Asthma,2.0,5.354944978287638
36704,Speech Disorders,Asthma,2.0,2.3058331220480084
37964,"Aphasia, Broca",Asthma,1.0,3.110911449294389
39376,Stuttering,Asthma,1.0,3.3234728912780622
39668,Learning Disorders,Asthma,9.0,15.617811395621224
41091,Delirium,Asthma,1.0,2.083955149532715
41669,Consciousness Disorders,Asthma,2.0,1.754258552448745
42294,Unconsciousness,Asthma,6.0,5.567836975233879
43187,Coma,Asthma,16.0,20.993357005491877
44453,Syncope,Asthma,11.0,16.399805702827276
45308,Lethargy,Asthma,1.0,3.4953231482047213
45627,Memory Disorders,Asthma,3.0,4.4039928229916985
47598,Mental Retardation,Asthma,9.0,8.149020156654428
50034,Hallucinations,Asthma,2.0,3.4465763686488904
51179,Psychomotor Disorders,Asthma,2.0,2.663281983274219
51824,"Apraxia, Ideomotor",Asthma,1.0,4.113246907527079
51948,Fasciculation,Asthma,1.0,3.074353853560592
52227,Muscle Cramp,Asthma,3.0,6.72768053912806
52604,Muscle Hypertonia,Asthma,1.0,1.480420127662457
52918,Muscle Rigidity,Asthma,1.0,2.4019328035177634
54178,Muscle Hypotonia,Asthma,10.0,16.56511134705775
55328,Muscle Weakness,Asthma,4.0,3.971964326811448
56664,Muscular Atrophy,Asthma,12.0,17.52986123512594
57867,Spasm,Asthma,12.0,16.407329658750907
59083,Tetany,Asthma,5.0,11.906033365003232
60506,Pain,Asthma,30.0,9.881601258922204
62469,Back Pain,Asthma,2.0,2.2938570383587638
63473,Low Back Pain,Asthma,5.0,7.952105114383926
64207,Facial Pain,Asthma,1.0,1.9723285922962424
65238,Headache,Asthma,49.0,43.34364848088264
66583,Neck Pain,Asthma,2.0,3.9175840131574176
67190,Neuralgia,Asthma,3.0,4.614942318244077
67913,Sciatica,Asthma,3.0,6.508227894221216
68410,"Pain, Intractable",Asthma,1.0,1.992983371326988
69441,Paralysis,Asthma,19.0,9.20495617217412
70817,Facial Paralysis,Asthma,1.0,1.357096911630458
71970,Hemiplegia,Asthma,3.0,3.883897088676048
74553,Paraplegia,Asthma,3.0,3.8324378509972994
75822,Quadriplegia,Asthma,4.0,5.476558677974561
76612,Respiratory Paralysis,Asthma,3.0,7.468260772922638
77083,Vocal Cord Paralysis,Asthma,15.0,29.81669315177942
77797,Paresis,Asthma,1.0,1.2877357838329555
79289,Psychophysiologic Disorders,Asthma,289.0,428.4441282703552
79987,Pupil Disorders,Asthma,1.0,1.7461232933954625
81331,"Reflex, Abnormal",Asthma,11.0,15.4784403730517
82800,Seizures,Asthma,23.0,19.43883928699252
84206,Sensation Disorders,Asthma,1.0,0.3433219042716396
85157,Dizziness,Asthma,7.0,9.397299956880351
86203,Hearing Disorders,Asthma,1.0,0.7350165749565932
87121,Hearing Loss,Asthma,2.0,1.6071010892456583
88070,Deafness,Asthma,2.0,2.4570543261245223
90534,"Hearing Loss, Sensorineural",Asthma,1.0,1.2148558604642947
92966,Olfaction Disorders,Asthma,4.0,9.152920866170168
93761,Hyperalgesia,Asthma,1.0,2.3941100778365545
95467,Paresthesia,Asthma,4.0,5.432072584599115
96254,Taste Disorders,Asthma,2.0,4.752183144667752
97252,Vision Disorders,Asthma,2.0,1.3269788637358182
99140,Blindness,Asthma,2.0,2.1962767100198994
100151,"Blindness, Cortical",Asthma,2.0,5.889352060504118
103320,Sleep Disorders,Asthma,80.0,119.43991278954536
104010,Sleep Deprivation,Asthma,12.0,30.91094746793188
104476,"Urinary Bladder, Neurogenic",Asthma,1.0,2.0782571284180773
105078,Vertigo,Asthma,4.0,6.385007772750314
105850,Voice Disorders,Asthma,23.0,38.30063073751419
106238,Aphonia,Asthma,3.0,10.886563622487731
106364,Dysphonia,Asthma,5.0,17.247568060867135
106665,Hoarseness,Asthma,16.0,35.45803076225916
108465,Abdominal Pain,Asthma,8.0,6.787869425179263
109798,"Abdomen, Acute",Asthma,3.0,4.312800391438586
110519,Colic,Asthma,1.0,2.13474731637282
111190,Arthralgia,Asthma,1.0,1.4773000003262131
111817,Shoulder Pain,Asthma,1.0,2.420427386153928
112424,Chest Pain,Asthma,36.0,39.58418989283373
113280,Angina Pectoris,Asthma,29.0,42.12781780803486
113953,Acute Coronary Syndrome,Asthma,2.0,5.19592085243217
114288,"Angina, Unstable",Asthma,1.0,2.2425601797093533
114620,"Angina Pectoris, Variant",Asthma,1.0,3.2659490471398755
115358,Flank Pain,Asthma,1.0,3.148856380858513
115825,"Pain, Postoperative",Asthma,7.0,11.744987255865215
116820,Dysmenorrhea,Asthma,3.0,8.280314261172267
117538,Anorexia,Asthma,2.0,3.650521227908373
119560,Diarrhea,Asthma,12.0,11.078257572987726
120598,"Diarrhea, Infantile",Asthma,2.0,4.562490644041182
121082,Dyspepsia,Asthma,3.0,6.246156598159887
121730,Gagging,Asthma,3.0,11.196698685849238
121908,Halitosis,Asthma,1.0,3.241407938223758
122059,Heartburn,Asthma,4.0,12.707477668344747
122235,Hiccup,Asthma,4.0,11.814903463087909
122419,Hyperphagia,Asthma,1.0,2.399318422943693
122648,Bulimia,Asthma,1.0,2.76385710334264
123424,Nausea,Asthma,24.0,27.330073779939354
125040,Vomiting,Asthma,28.0,23.61835463191085
127306,Anoxia,Asthma,234.0,234.465325779548
128354,Fetal Hypoxia,Asthma,8.0,21.87380244589015
128762,Apnea,Asthma,14.0,26.271754716784315
129816,Cough,Asthma,707.0,929.513509825107
131110,Dyspnea,Asthma,541.0,543.8249297129329
132030,"Dyspnea, Paroxysmal",Asthma,32.0,120.07147398367196
132462,Hemoptysis,Asthma,8.0,13.576594908295334
133007,Hypercapnia,Asthma,81.0,170.9896895755714
133446,Hyperoxia,Asthma,1.0,2.9491907106065858
133719,Hyperventilation,Asthma,240.0,505.2312352006017
134151,Hypocapnia,Asthma,8.0,26.96495735763012
134376,Hypoventilation,Asthma,19.0,47.90571279013388
134692,Mouth Breathing,Asthma,22.0,71.04591119356684
134836,Respiratory Aspiration,Asthma,6.0,19.980441451856485
135214,Respiratory Sounds,Asthma,1200.0,1967.1231939255235
135707,Snoring,Asthma,17.0,46.92178081330951
135917,Sneezing,Asthma,13.0,43.63997072949283
136433,Skin Manifestations,Asthma,8.0,4.89885774481246
137165,Ecchymosis,Asthma,6.0,13.799887398468364
137868,Jaundice,Asthma,3.0,4.3641353128567495
139286,Pruritus,Asthma,31.0,45.44420536293591
139874,Tinea Pedis,Asthma,1.0,3.472156088923187
140277,Purpura,Asthma,11.0,11.69540466522047
141189,"Purpura, Schoenlein-Henoch",Asthma,1.0,1.9982144207445407
141757,"Purpura, Thrombocytopenic",Asthma,1.0,1.4149055205518302
144700,Proteinuria,Asthma,4.0,4.995911094134208
145522,Albuminuria,Asthma,1.0,2.065086665228332
146546,Urinary Incontinence,Asthma,1.0,1.6175293416348633
147117,"Urinary Incontinence, Stress",Asthma,1.0,2.8021759676447764
147777,Hirsutism,Asthma,3.0,7.451166709578724
1561,Fever,Inflammatory Bowel Diseases,7.0,4.332563425983078
3312,Fever of Unknown Origin,Inflammatory Bowel Diseases,1.0,1.4731549166710445
5300,Body Weight,Inflammatory Bowel Diseases,39.0,13.376526038645835
7035,Birth Weight,Inflammatory Bowel Diseases,4.0,5.6285237720188
8235,Weight Gain,Inflammatory Bowel Diseases,5.0,7.433448703380261
9420,Weight Loss,Inflammatory Bowel Diseases,21.0,21.001127939004665
10730,Cachexia,Inflammatory Bowel Diseases,1.0,1.9947240158047723
12060,Obesity,Inflammatory Bowel Diseases,8.0,6.660429213085345
15181,Cyanosis,Inflammatory Bowel Diseases,1.0,1.7434095875238662
16554,Edema,Inflammatory Bowel Diseases,4.0,2.383512376411528
20028,Fatigue,Inflammatory Bowel Diseases,9.0,10.242118399692863
60332,Pain,Inflammatory Bowel Diseases,21.0,6.917120881245542
65161,Headache,Inflammatory Bowel Diseases,2.0,1.7691285094237812
79205,Psychophysiologic Disorders,Inflammatory Bowel Diseases,10.0,14.82505634153478
82724,Seizures,Inflammatory Bowel Diseases,1.0,0.8451669255214139
90487,"Hearing Loss, Sensorineural",Inflammatory Bowel Diseases,2.0,2.429711720928589
92447,Tinnitus,Inflammatory Bowel Diseases,1.0,1.974033622547326
101625,Hemianopsia,Inflammatory Bowel Diseases,1.0,2.082052199386629
103281,Sleep Disorders,Inflammatory Bowel Diseases,3.0,4.478996729607951
108352,Abdominal Pain,Inflammatory Bowel Diseases,40.0,33.93934712589632
109714,"Abdomen, Acute",Inflammatory Bowel Diseases,4.0,5.750400521918114
111151,Arthralgia,Inflammatory Bowel Diseases,14.0,20.682200004566983
116499,Pelvic Pain,Inflammatory Bowel Diseases,2.0,4.082156250352647
117488,Anorexia,Inflammatory Bowel Diseases,6.0,10.951563683725118
118186,Constipation,Inflammatory Bowel Diseases,11.0,17.533070428792147
119444,Diarrhea,Inflammatory Bowel Diseases,102.0,94.16518937039568
120551,"Diarrhea, Infantile",Inflammatory Bowel Diseases,2.0,4.562490644041182
121008,Dyspepsia,Inflammatory Bowel Diseases,6.0,12.492313196319774
121577,Flatulence,Inflammatory Bowel Diseases,1.0,3.1378672592829178
121855,Halitosis,Inflammatory Bowel Diseases,1.0,3.241407938223758
122610,Bulimia,Inflammatory Bowel Diseases,2.0,5.527714206685279
123341,Nausea,Inflammatory Bowel Diseases,8.0,9.11002459331312
124927,Vomiting,Inflammatory Bowel Diseases,3.0,2.5305379962761627
127230,Anoxia,Inflammatory Bowel Diseases,3.0,3.0059657151224104
129751,Cough,Inflammatory Bowel Diseases,1.0,1.3147291510963324
135190,Respiratory Sounds,Inflammatory Bowel Diseases,1.0,1.6392693282712694
141132,"Purpura, Schoenlein-Henoch",Inflammatory Bowel Diseases,1.0,1.9982144207445407
142316,"Purpura, Thrombocytopenic, Idiopathic",Inflammatory Bowel Diseases,2.0,3.867788909913964
142890,"Purpura, Thrombotic Thrombocytopenic",Inflammatory Bowel Diseases,1.0,2.1840386080896974
143238,Waterhouse-Friderichsen Syndrome,Inflammatory Bowel Diseases,1.0,3.683914318012272
144662,Proteinuria,Inflammatory Bowel Diseases,5.0,6.244888867667759
145496,Albuminuria,Inflammatory Bowel Diseases,3.0,6.195259995684996
340,Asthenia,Cystic Fibrosis,1.0,2.0632192510535368
1624,Fever,Cystic Fibrosis,12.0,7.427251587399562
5372,Body Weight,Cystic Fibrosis,299.0,102.55336629628474
7073,Birth Weight,Cystic Fibrosis,23.0,32.364011689108104
8275,Weight Gain,Cystic Fibrosis,47.0,69.87441781177445
9487,Weight Loss,Cystic Fibrosis,18.0,18.00096680486114
10359,Emaciation,Cystic Fibrosis,2.0,3.6652814425036175
10762,Cachexia,Cystic Fibrosis,5.0,9.973620079023862
12130,Obesity,Cystic Fibrosis,8.0,6.660429213085345
13507,"Obesity, Morbid",Cystic Fibrosis,1.0,1.75293995237456
14083,Thinness,Cystic Fibrosis,5.0,13.352998049280284
15202,Cyanosis,Cystic Fibrosis,5.0,8.71704793761933
16618,Edema,Cystic Fibrosis,35.0,20.85573329360087
18227,Hydrops Fetalis,Cystic Fibrosis,1.0,2.341000252522606
20066,Fatigue,Cystic Fibrosis,2.0,2.2760263110428585
21218,Fetal Distress,Cystic Fibrosis,1.0,2.588451638247058
21901,Heart Murmurs,Cystic Fibrosis,1.0,2.3634171314371484
22688,Hypergammaglobulinemia,Cystic Fibrosis,6.0,10.074750982241614
24438,Neurologic Manifestations,Cystic Fibrosis,1.0,0.0699414131753343
26484,Ataxia,Cystic Fibrosis,1.0,1.2196597127769402
27395,Cerebellar Ataxia,Cystic Fibrosis,1.0,1.7087856229578182
29317,Dystonia,Cystic Fibrosis,1.0,1.5361090335230454
31187,Myoclonus,Cystic Fibrosis,1.0,1.775070869430331
32672,Tremor,Cystic Fibrosis,2.0,3.478705573656504
35072,Language Disorders,Cystic Fibrosis,1.0,1.077736662516169
36663,Speech Disorders,Cystic Fibrosis,2.0,2.3058331220480084
39373,Stuttering,Cystic Fibrosis,1.0,3.3234728912780622
39655,Learning Disorders,Cystic Fibrosis,2.0,3.4706247545824938
41664,Consciousness Disorders,Cystic Fibrosis,1.0,0.8771292762243725
43168,Coma,Cystic Fibrosis,2.0,2.624169625686484
44437,Syncope,Cystic Fibrosis,1.0,1.4908914275297522
47538,Mental Retardation,Cystic Fibrosis,7.0,6.338126788509
52217,Muscle Cramp,Cystic Fibrosis,1.0,2.2425601797093533
54166,Muscle Hypotonia,Cystic Fibrosis,1.0,1.6565111347057753
55313,Muscle Weakness,Cystic Fibrosis,7.0,6.950937571920035
56649,Muscular Atrophy,Cystic Fibrosis,3.0,4.382465308781485
57457,Myotonia,Cystic Fibrosis,1.0,3.0540485873998464
59074,Tetany,Cystic Fibrosis,2.0,4.762413346001293
60417,Pain,Cystic Fibrosis,35.0,11.528534802075905
62452,Back Pain,Cystic Fibrosis,2.0,2.2938570383587638
65200,Headache,Cystic Fibrosis,4.0,3.5382570188475624
69417,Paralysis,Cystic Fibrosis,1.0,0.4844713774828483
70775,Facial Paralysis,Cystic Fibrosis,3.0,4.071290734891374
71486,Gastroparesis,Cystic Fibrosis,2.0,6.594994809749603
71952,Hemiplegia,Cystic Fibrosis,1.0,1.294632362892016
73108,Ophthalmoplegia,Cystic Fibrosis,1.0,1.3298472691830825
74544,Paraplegia,Cystic Fibrosis,1.0,1.2774792836657665
75802,Quadriplegia,Cystic Fibrosis,1.0,1.3691396694936402
77074,Vocal Cord Paralysis,Cystic Fibrosis,3.0,5.963338630355883
79246,Psychophysiologic Disorders,Cystic Fibrosis,4.0,5.9300225366139125
82771,Seizures,Cystic Fibrosis,7.0,5.916168478649897
85134,Dizziness,Cystic Fibrosis,1.0,1.3424714224114789
86170,Hearing Disorders,Cystic Fibrosis,15.0,11.0252486243489
87099,Hearing Loss,Cystic Fibrosis,13.0,10.44615708009678
88038,Deafness,Cystic Fibrosis,6.0,7.371162978373567
89027,"Hearing Loss, Bilateral",Cystic Fibrosis,1.0,2.2117885210426
89519,"Hearing Loss, Conductive",Cystic Fibrosis,2.0,4.534840434057497
89893,"Hearing Loss, High-Frequency",Cystic Fibrosis,2.0,6.211212794129392
90503,"Hearing Loss, Sensorineural",Cystic Fibrosis,11.0,13.363414465107242
92451,Tinnitus,Cystic Fibrosis,1.0,1.974033622547326
92955,Olfaction Disorders,Cystic Fibrosis,3.0,6.864690649627625
95428,Paresthesia,Cystic Fibrosis,2.0,2.7160362922995573
96222,Taste Disorders,Cystic Fibrosis,2.0,4.752183144667752
96600,Dysgeusia,Cystic Fibrosis,1.0,3.472156088923187
97227,Vision Disorders,Cystic Fibrosis,4.0,2.6539577274716364
99122,Blindness,Cystic Fibrosis,1.0,1.0981383550099495
100395,Color Vision Defects,Cystic Fibrosis,2.0,5.133219792664018
100979,Diplopia,Cystic Fibrosis,1.0,1.6441652988834758
102337,Scotoma,Cystic Fibrosis,3.0,7.14362001900194
103296,Sleep Disorders,Cystic Fibrosis,11.0,16.422988008562484
104006,Sleep Deprivation,Cystic Fibrosis,2.0,5.151824577988646
105826,Voice Disorders,Cystic Fibrosis,3.0,4.99573444402359
106650,Hoarseness,Cystic Fibrosis,1.0,2.2161269226411977
107093,Oral Manifestations,Cystic Fibrosis,1.0,1.865776282847908
108439,Abdominal Pain,Cystic Fibrosis,31.0,26.30299402256965
109779,"Abdomen, Acute",Cystic Fibrosis,7.0,10.0632009133567
111172,Arthralgia,Cystic Fibrosis,3.0,4.431900000978639
112412,Chest Pain,Cystic Fibrosis,2.0,2.199121660712985
115788,"Pain, Postoperative",Cystic Fibrosis,3.0,5.033565966799379
116810,Dysmenorrhea,Cystic Fibrosis,1.0,2.760104753724089
117524,Anorexia,Cystic Fibrosis,7.0,12.776824297679305
118247,Constipation,Cystic Fibrosis,18.0,28.69047888347806
119522,Diarrhea,Cystic Fibrosis,34.0,31.38839645679856
120590,"Diarrhea, Infantile",Cystic Fibrosis,8.0,18.249962576164727
121060,Dyspepsia,Cystic Fibrosis,3.0,6.246156598159887
121723,Gagging,Cystic Fibrosis,1.0,3.73223289528308
122053,Heartburn,Cystic Fibrosis,1.0,3.176869417086187
122623,Bulimia,Cystic Fibrosis,1.0,2.76385710334264
123402,Nausea,Cystic Fibrosis,2.0,2.27750614832828
124999,Vomiting,Cystic Fibrosis,18.0,15.183227977656976
126226,Hematemesis,Cystic Fibrosis,1.0,2.0858617278032967
127276,Anoxia,Cystic Fibrosis,66.0,66.13124573269303
128747,Apnea,Cystic Fibrosis,3.0,5.62966172502521
129784,Cough,Cystic Fibrosis,95.0,124.89926935415156
131085,Dyspnea,Cystic Fibrosis,33.0,33.172315490807364
132451,Hemoptysis,Cystic Fibrosis,86.0,145.94839526417485
133000,Hypercapnia,Cystic Fibrosis,19.0,40.10869261649205
133445,Hyperoxia,Cystic Fibrosis,3.0,8.847572131819756
133715,Hyperventilation,Cystic Fibrosis,4.0,8.420520586676695
134369,Hypoventilation,Cystic Fibrosis,3.0,7.564059914231665
134652,Mouth Breathing,Cystic Fibrosis,4.0,12.917438398830337
134832,Respiratory Aspiration,Cystic Fibrosis,3.0,9.990220725928245
135198,Respiratory Sounds,Cystic Fibrosis,22.0,36.06392522196793
135686,Snoring,Cystic Fibrosis,2.0,5.520209507448178
136416,Skin Manifestations,Cystic Fibrosis,3.0,1.8370716543046728
137147,Ecchymosis,Cystic Fibrosis,2.0,4.599962466156121
137844,Jaundice,Cystic Fibrosis,5.0,7.27355885476125
139270,Pruritus,Cystic Fibrosis,1.0,1.4659421084818036
140252,Purpura,Cystic Fibrosis,5.0,5.3160930296456685
140865,"Purpura, Hyperglobulinemic",Cystic Fibrosis,4.0,14.69809831064973
141171,"Purpura, Schoenlein-Henoch",Cystic Fibrosis,2.0,3.9964288414890814
141739,"Purpura, Thrombocytopenic",Cystic Fibrosis,1.0,1.4149055205518302
143996,Polyuria,Cystic Fibrosis,1.0,2.360901406839901
144692,Proteinuria,Cystic Fibrosis,9.0,11.240799961801969
145514,Albuminuria,Cystic Fibrosis,5.0,10.32543332614166
146536,Urinary Incontinence,Cystic Fibrosis,6.0,9.70517604980918
147115,"Urinary Incontinence, Stress",Cystic Fibrosis,2.0,5.604351935289553
21,"Aging, Premature","Arthritis, Rheumatoid",2.0,6.929102979075935
293,Asthenia,"Arthritis, Rheumatoid",2.0,4.1264385021070735
1468,Fever,"Arthritis, Rheumatoid",54.0,33.422632143298024
3268,Fever of Unknown Origin,"Arthritis, Rheumatoid",8.0,11.785239333368354
5200,Body Weight,"Arthritis, Rheumatoid",82.0,28.12500346587073
6995,Birth Weight,"Arthritis, Rheumatoid",10.0,14.071309430047002
8188,Weight Gain,"Arthritis, Rheumatoid",2.0,2.9733794813521044
9349,Weight Loss,"Arthritis, Rheumatoid",29.0,29.00155763005406
10324,Emaciation,"Arthritis, Rheumatoid",1.0,1.8326407212518088
10708,Cachexia,"Arthritis, Rheumatoid",30.0,59.84172047414317
11247,Overweight,"Arthritis, Rheumatoid",3.0,2.471616298652524
11972,Obesity,"Arthritis, Rheumatoid",57.0,47.45555814323309
14057,Thinness,"Arthritis, Rheumatoid",3.0,8.011798829568171
14481,"Cardiac Output, Low","Arthritis, Rheumatoid",4.0,8.571182598222594
14949,Chills,"Arthritis, Rheumatoid",1.0,3.585179477326583
15158,Cyanosis,"Arthritis, Rheumatoid",2.0,3.4868191750477324
16457,Edema,"Arthritis, Rheumatoid",193.0,115.00447216185624
18193,Hydrops Fetalis,"Arthritis, Rheumatoid",1.0,2.341000252522606
18741,Eye Manifestations,"Arthritis, Rheumatoid",29.0,43.72843224296938
19970,Fatigue,"Arthritis, Rheumatoid",143.0,162.73588123956438
21568,Flushing,"Arthritis, Rheumatoid",1.0,2.6140121352265933
22632,Hypergammaglobulinemia,"Arthritis, Rheumatoid",49.0,82.27713302163984
23256,Intermittent Claudication,"Arthritis, Rheumatoid",1.0,2.2183032020637934
23663,Mobility Limitation,"Arthritis, Rheumatoid",4.0,11.055428413370558
24374,Neurologic Manifestations,"Arthritis, Rheumatoid",38.0,2.6577737006627062
26428,Ataxia,"Arthritis, Rheumatoid",4.0,4.878638851107761
28722,Chorea,"Arthritis, Rheumatoid",10.0,19.929833713269883
29980,Torticollis,"Arthritis, Rheumatoid",2.0,4.309981845298934
30778,Hypokinesia,"Arthritis, Rheumatoid",4.0,11.51717308395683
31156,Myoclonus,"Arthritis, Rheumatoid",1.0,1.775070869430331
32640,Tremor,"Arthritis, Rheumatoid",7.0,12.175469507797764
33397,"Gait Disorders, Neurologic","Arthritis, Rheumatoid",6.0,10.468593119610013
36628,Speech Disorders,"Arthritis, Rheumatoid",1.0,1.1529165610240042
37444,Aphasia,"Arthritis, Rheumatoid",1.0,1.810661814533033
38351,Articulation Disorders,"Arthritis, Rheumatoid",1.0,1.887448957746804
38650,Dysarthria,"Arthritis, Rheumatoid",1.0,2.0265851178737564
40393,Confusion,"Arthritis, Rheumatoid",1.0,1.508948211276995
41058,Delirium,"Arthritis, Rheumatoid",2.0,4.16791029906543
41636,Consciousness Disorders,"Arthritis, Rheumatoid",4.0,3.50851710489749
43091,Coma,"Arthritis, Rheumatoid",2.0,2.624169625686484
44380,Syncope,"Arthritis, Rheumatoid",3.0,4.4726742825892565
45113,"Syncope, Vasovagal","Arthritis, Rheumatoid",1.0,3.1825674382008247
45585,Memory Disorders,"Arthritis, Rheumatoid",1.0,1.4679976076638996
47417,Mental Retardation,"Arthritis, Rheumatoid",2.0,1.810893368145429
48783,Perceptual Disorders,"Arthritis, Rheumatoid",2.0,2.7721147324283435
49262,Agnosia,"Arthritis, Rheumatoid",1.0,2.5362124191476383
50002,Hallucinations,"Arthritis, Rheumatoid",1.0,1.7232881843244452
50816,Phantom Limb,"Arthritis, Rheumatoid",4.0,12.917438398830337
51108,Psychomotor Disorders,"Arthritis, Rheumatoid",1.0,1.3316409916371097
51924,Fasciculation,"Arthritis, Rheumatoid",1.0,3.074353853560592
52159,Muscle Cramp,"Arthritis, Rheumatoid",1.0,2.2425601797093533
52884,Muscle Rigidity,"Arthritis, Rheumatoid",7.0,16.813529624624344
53362,Muscle Spasticity,"Arthritis, Rheumatoid",6.0,10.363681233563897
54089,Muscle Hypotonia,"Arthritis, Rheumatoid",1.0,1.6565111347057753
55207,Muscle Weakness,"Arthritis, Rheumatoid",14.0,13.90187514384007
56559,Muscular Atrophy,"Arthritis, Rheumatoid",41.0,59.89369255334695
57295,Sarcopenia,"Arthritis, Rheumatoid",2.0,9.527668947336457
57749,Spasm,"Arthritis, Rheumatoid",3.0,4.101832414687727
59030,Tetany,"Arthritis, Rheumatoid",1.0,2.3812066730006465
60209,Pain,"Arthritis, Rheumatoid",963.0,317.19940041140273
62354,Back Pain,"Arthritis, Rheumatoid",36.0,41.28942669045774
63387,Low Back Pain,"Arthritis, Rheumatoid",14.0,22.26589432027499
64117,Facial Pain,"Arthritis, Rheumatoid",13.0,25.64027169985115
65105,Headache,"Arthritis, Rheumatoid",49.0,43.34364848088264
66305,Metatarsalgia,"Arthritis, Rheumatoid",1.0,4.913366207639192
66523,Neck Pain,"Arthritis, Rheumatoid",16.0,31.34067210525934
67126,Neuralgia,"Arthritis, Rheumatoid",15.0,23.07471159122039
67618,"Neuralgia, Postherpetic","Arthritis, Rheumatoid",1.0,4.09885817007498
67869,Sciatica,"Arthritis, Rheumatoid",19.0,41.21877666340103
68348,"Pain, Intractable","Arthritis, Rheumatoid",6.0,11.957900227961929
68750,"Pain, Referred","Arthritis, Rheumatoid",1.0,4.003547990270655
69311,Paralysis,"Arthritis, Rheumatoid",31.0,15.0186127019683
70734,Facial Paralysis,"Arthritis, Rheumatoid",4.0,5.428387646521832
71894,Hemiplegia,"Arthritis, Rheumatoid",24.0,31.071176709408384
73051,Ophthalmoplegia,"Arthritis, Rheumatoid",10.0,13.298472691830824
73897,"Supranuclear Palsy, Progressive","Arthritis, Rheumatoid",1.0,3.034147433082551
74477,Paraplegia,"Arthritis, Rheumatoid",12.0,15.329751403989198
75272,Brown-Sequard Syndrome,"Arthritis, Rheumatoid",1.0,3.535169056751921
75726,Quadriplegia,"Arthritis, Rheumatoid",16.0,21.906234711898243
77045,Vocal Cord Paralysis,"Arthritis, Rheumatoid",9.0,17.89001589106765
77735,Paresis,"Arthritis, Rheumatoid",2.0,2.575471567665911
78593,Paraparesis,"Arthritis, Rheumatoid",1.0,2.2358860726216605
79153,Psychophysiologic Disorders,"Arthritis, Rheumatoid",72.0,106.74040565905042
79974,Pupil Disorders,"Arthritis, Rheumatoid",1.0,1.7461232933954625
80623,Horner Syndrome,"Arthritis, Rheumatoid",1.0,2.2096263580381046
81241,"Reflex, Abnormal","Arthritis, Rheumatoid",3.0,4.2213928290141
82667,Seizures,"Arthritis, Rheumatoid",5.0,4.225834627607069
84153,Sensation Disorders,"Arthritis, Rheumatoid",3.0,1.0299657128149189
85088,Dizziness,"Arthritis, Rheumatoid",21.0,28.191899870641056
86138,Hearing Disorders,"Arthritis, Rheumatoid",12.0,8.820198899479118
87058,Hearing Loss,"Arthritis, Rheumatoid",11.0,8.839055990851122
87968,Deafness,"Arthritis, Rheumatoid",12.0,14.742325956747134
89008,"Hearing Loss, Bilateral","Arthritis, Rheumatoid",5.0,11.058942605212998
89502,"Hearing Loss, Conductive","Arthritis, Rheumatoid",10.0,22.674202170287483
89885,"Hearing Loss, High-Frequency","Arthritis, Rheumatoid",1.0,3.105606397064696
90437,"Hearing Loss, Sensorineural","Arthritis, Rheumatoid",24.0,29.156540651143075
91458,"Hearing Loss, Noise-Induced","Arthritis, Rheumatoid",1.0,3.19406181762656
92438,Tinnitus,"Arthritis, Rheumatoid",15.0,29.610504338209893
92939,Olfaction Disorders,"Arthritis, Rheumatoid",2.0,4.576460433085083
93704,Hyperalgesia,"Arthritis, Rheumatoid",9.0,21.54699070052899
94065,Hyperesthesia,"Arthritis, Rheumatoid",1.0,2.694864231855688
94515,Hypesthesia,"Arthritis, Rheumatoid",2.0,3.443922088232765
95369,Paresthesia,"Arthritis, Rheumatoid",18.0,24.44432663069601
96204,Taste Disorders,"Arthritis, Rheumatoid",16.0,38.017465157342016
96460,Ageusia,"Arthritis, Rheumatoid",2.0,7.170358954653166
96591,Dysgeusia,"Arthritis, Rheumatoid",1.0,3.472156088923187
97158,Vision Disorders,"Arthritis, Rheumatoid",11.0,7.298383750547
98393,Amblyopia,"Arthritis, Rheumatoid",1.0,2.5635282297946014
